CN1007113B  |||  S: 1 E: 11  |||  NN
19900307CN8510104819850401  |||  S: 11 E: 37  |||  CD
engchi  |||  S: 37 E: 43  |||  NN
19900307199003075H03  |||  S: 43 E: 63  |||  CD
M7/00A5H03M700AG11B20/1020060101CI  |||  S: 63 E: 97  |||  NN
20051110  |||  S: 97 E: 105  |||  CD
RMEP  |||  S: 105 E: 109  |||  NN
20060101CG11B2010I20051110  |||  S: 109 E: 135  |||  CD
EPRMG  |||  S: 135 E: 140  |||  NR
11B20/1020060101AI  |||  S: 140 E: 158  |||  NN
20051110  |||  S: 158 E: 166  |||  CD
RMEP  |||  S: 166 E: 170  |||  NN
20060101AG11B2010I20051110  |||  S: 170 E: 196  |||  CD
EPRMH03M7/0020060101CI  |||  S: 196 E: 218  |||  NN
20051110  |||  S: 218 E: 226  |||  CD
RMEP  |||  S: 226 E: 230  |||  NN
20060101CH03M700I20051110  |||  S: 230 E: 255  |||  CD
EPRMH03M7/0020060101AI  |||  S: 255 E: 277  |||  NN
20051110  |||  S: 277 E: 285  |||  CD
RMEP  |||  S: 285 E: 289  |||  NN
20060101AH03M700I20051110  |||  S: 289 E: 314  |||  CD
EPRM  |||  S: 314 E: 318  |||  NN
5  |||  S: 318 E: 319  |||  CD
数字  |||  S: 319 E: 321  |||  NN
数据  |||  S: 321 E: 323  |||  NN
的  |||  S: 323 E: 324  |||  DEG
转换  |||  S: 324 E: 326  |||  NN
方法  |||  S: 326 E: 328  |||  NN
及  |||  S: 328 E: 329  |||  CC
其  |||  S: 329 E: 330  |||  PN
设备  |||  S: 330 E: 332  |||  NN
DIGITALDATACONVERTINGMETHODANDAPPARATUSTHEREOF  |||  S: 332 E: 378  |||  NR
索尼  |||  S: 378 E: 380  |||  NN
公司  |||  S: 380 E: 382  |||  NN
日本  |||  S: 382 E: 384  |||  NR
东京  |||  S: 384 E: 386  |||  NN
都品川  |||  S: 386 E: 389  |||  NN
6  |||  S: 389 E: 390  |||  CD
丁  |||  S: 390 E: 391  |||  CC
目  |||  S: 391 E: 392  |||  NN
7  |||  S: 392 E: 393  |||  CD
番  |||  S: 393 E: 394  |||  M
35  |||  S: 394 E: 396  |||  CD
号  |||  S: 396 E: 397  |||  M
SONYCORP  |||  S: 397 E: 405  |||  NN
.  |||  S: 405 E: 406  |||  PU
JP  |||  S: 406 E: 408  |||  NN
索尼  |||  S: 408 E: 410  |||  NN
公司  |||  S: 410 E: 412  |||  NN
日本  |||  S: 412 E: 414  |||  NR
东京  |||  S: 414 E: 416  |||  NN
都品川  |||  S: 416 E: 419  |||  NN
6  |||  S: 419 E: 420  |||  CD
丁  |||  S: 420 E: 421  |||  CC
目  |||  S: 421 E: 422  |||  NN
7  |||  S: 422 E: 423  |||  CD
番  |||  S: 423 E: 424  |||  M
35  |||  S: 424 E: 426  |||  CD
号  |||  S: 426 E: 427  |||  M
SONYCORPJPSONYCORP  |||  S: 427 E: 445  |||  NN
.  |||  S: 445 E: 446  |||  PU
JP  |||  S: 446 E: 448  |||  NN
福田  |||  S: 448 E: 450  |||  NN
伸  |||  S: 450 E: 451  |||  VV
一  |||  S: 451 E: 452  |||  CD
SHINICHIFU  |||  S: 452 E: 462  |||  JJ
